0,0,2,87.126,0,residential
1,0,232,90.597,1,residential
2,0,237,131.595,2,residential
3,0,234,130.899,3,residential
4,1,237,96.297,4,residential
5,2,6,93.9,5,residential
6,2,4,132.115,6,residential
7,2,239,130.942,7,residential
8,3,486,24.215,8,residential
9,4,237,84.638,9,residential
10,4,517,98.566,10,residential
11,4,5,103.163,11,residential
12,6,7,91.169,12,residential
13,6,517,132.752,13,residential
14,6,244,130.922,14,residential
15,7,9,88.544,15,residential
16,7,8,133.802,16,residential
17,7,247,131.084,17,residential
18,8,517,86.495,18,residential
19,8,10,96.531,19,residential
20,9,233,93.872,20,residential
21,9,10,135.131,21,residential
22,9,251,131.256,22,residential
23,10,516,88.353,23,residential
24,11,13,12.599,24,residential
25,11,321,125.184,25,tertiary
26,11,266,95.20400000000001,26,residential
27,11,18,137.904,27,tertiary
28,12,22,88.986,28,residential
29,12,118,92.124,29,residential
30,12,127,129.114,30,residential
31,12,14,125.94,31,residential
32,13,76,137.99,32,tertiary
33,13,321,124.782,33,tertiary
34,14,119,90.764,34,residential
35,14,23,89.379,35,residential
36,14,15,180.331,36,residential
37,15,120,93.604,37,tertiary
38,15,17,12.936,38,residential
39,15,141,90.134,39,tertiary
40,16,416,245.317,40,residential
41,16,321,69.9,41,residential
42,16,410,86.383,42,residential
43,16,319,249.222,43,residential
44,16,409,85.945,44,residential
45,17,142,90.446,45,tertiary
46,17,19,182.727,46,residential
47,17,121,92.903,47,tertiary
48,18,20,108.315,48,residential
49,18,76,11.731,49,residential
50,18,172,124.334,50,tertiary
51,19,155,92.537,51,residential
52,19,152,88.586,52,residential
53,19,199,128.432,53,residential
54,21,435,221.68,54,residential
55,21,134,128.775,55,residential
56,21,150,94.713,56,residential
57,21,124,89.965,57,residential
58,22,156,90.959,58,residential
59,22,137,127.776,59,residential
60,22,23,129.179,60,residential
61,23,158,89.724,61,residential
62,23,140,123.278,62,residential
63,24,184,132.89,63,residential
64,24,488,84.132,64,residential
65,24,25,93.501,65,residential
66,25,215,134.22,66,residential
67,25,179,77.338,67,residential
68,26,377,84.881,68,residential
69,26,279,18.967,69,residential
70,26,381,70.955,70,residential
71,27,379,39.359,71,residential
72,27,322,154.321,72,residential
73,27,302,74.509,73,residential
74,28,29,61.014,74,residential
75,29,33,58.297,75,residential
76,29,31,215.13800000000003,76,residential
77,30,38,2929.8939999999993,77,tertiary
78,31,33,158.324,78,residential
79,31,32,210.59799999999998,79,residential
80,32,33,53.617,80,residential
81,32,311,111.58500000000001,81,residential
82,34,311,40.678,82,residential
83,35,216,4525.764999999999,83,secondary
84,36,198,128.529,84,residential
85,36,37,126.407,85,residential
86,36,166,88.505,86,residential
87,37,169,88.625,87,residential
88,37,242,89.479,88,residential
89,37,208,125.832,89,residential
90,38,75,2619.0559999999996,90,unclassified
91,39,42,123.27,91,tertiary
92,39,40,90.439,92,residential
93,39,339,268.114,93,tertiary
94,40,45,86.29,94,residential
95,40,43,122.36500000000001,95,residential
96,41,42,124.974,96,residential
97,42,48,132.475,97,tertiary
98,42,43,89.998,98,residential
99,43,49,131.651,99,residential
100,43,46,89.358,100,residential
101,44,53,121.888,101,residential
102,44,55,89.941,102,residential
103,44,51,91.892,103,residential
104,44,62,131.91700000000003,104,residential
105,45,52,93.954,105,residential
106,45,46,122.435,106,residential
107,46,51,91.572,107,residential
108,46,47,115.319,108,residential
109,48,49,90.242,109,residential
110,48,321,385.498,110,tertiary
111,49,50,45.293,111,residential
112,49,265,380.798,112,residential
113,51,61,134.374,113,residential
114,51,52,122.502,114,residential
115,52,53,90.891,115,residential
116,53,56,89.445,116,residential
117,54,328,41.058,117,residential
118,54,59,89.281,118,residential
119,54,327,114.987,119,residential
120,54,329,131.678,120,residential
121,55,56,120.594,121,residential
122,55,57,88.684,122,residential
123,55,63,128.56,123,residential
124,56,58,89.311,124,residential
125,57,64,128.644,125,residential
126,57,58,119.318,126,residential
127,57,59,90.787,127,residential
128,58,60,90.057,128,residential
129,59,65,129.845,129,residential
130,59,60,118.018,130,residential
131,60,327,87.839,131,residential
132,61,62,90.815,132,residential
133,61,66,128.725,133,residential
134,62,63,92.464,134,residential
135,62,67,130.904,135,residential
136,63,64,87.09,136,residential
137,63,68,131.645,137,residential
138,64,69,130.951,138,residential
139,64,65,90.903,139,residential
140,65,70,129.388,140,residential
141,65,329,90.738,141,residential
142,66,67,86.613,142,residential
143,66,218,255.05,143,residential
144,67,71,131.827,144,residential
145,67,68,92.438,145,residential
146,68,72,130.992,146,residential
147,68,69,91.033,147,residential
148,69,73,130.146,148,residential
149,69,70,91.032,149,residential
150,70,74,127.145,150,residential
151,70,326,92.115,151,residential
152,71,250,124.371,152,residential
153,71,72,92.55,153,residential
154,72,246,127.607,154,residential
155,72,73,90.766,155,residential
156,73,243,129.417,156,residential
157,73,74,91.205,157,residential
158,74,238,133.437,158,residential
159,74,298,86.656,159,residential
160,75,148,5604.387000000001,160,secondary
161,75,82,693.7159999999999,161,secondary
162,76,178,124.47,162,tertiary
163,77,148,4272.664000000001,163,secondary
164,77,323,3148.131,164,unclassified
165,78,169,124.479,165,tertiary
166,78,80,14.069,166,tertiary
167,78,208,87.641,167,tertiary
168,79,242,185.055,168,residential
169,79,81,12.0,169,residential
170,79,202,89.825,170,tertiary
171,79,88,87.566,171,tertiary
172,80,140,87.397,172,tertiary
173,80,158,123.859,173,tertiary
174,81,84,178.494,174,residential
175,81,87,87.821,175,tertiary
176,81,204,89.447,176,tertiary
177,82,437,94.894,177,tertiary
178,82,438,90.122,178,tertiary
179,83,145,133.201,179,residential
180,84,89,89.858,180,residential
181,84,510,125.037,181,residential
182,84,213,91.43100000000001,182,residential
183,85,259,211.852,183,residential
184,85,258,127.783,184,residential
185,85,91,89.498,185,residential
186,85,236,91.346,186,residential
187,86,242,90.431,187,residential
188,86,92,90.367,188,residential
189,86,468,128.011,189,residential
190,86,88,187.244,190,residential
191,87,93,94.262,191,tertiary
192,87,88,10.73,192,residential
193,87,89,177.883,193,residential
194,88,94,94.476,194,tertiary
195,89,281,121.079,195,residential
196,89,284,168.306,196,residential
197,90,259,85.821,197,residential
198,90,450,89.837,198,residential
199,90,91,209.681,199,residential
200,90,446,204.814,200,residential
201,91,449,89.168,201,residential
202,91,272,128.254,202,residential
203,92,472,92.241,203,residential
204,92,94,187.823,204,residential
205,92,469,129.259,205,residential
206,93,527,31.918,206,tertiary
207,93,94,8.856,207,residential
208,94,462,86.31,208,tertiary
209,95,145,90.419,209,tertiary
210,95,216,496.45700000000005,210,unclassified
211,95,245,179.151,211,residential
212,96,168,86.968,212,residential
213,96,281,11.445,213,residential
214,96,528,181.057,214,residential
215,96,485,128.166,215,residential
216,97,98,20.825,216,tertiary
217,97,145,75.438,217,tertiary
218,97,448,18.817,218,tertiary
219,98,481,88.285,219,tertiary
220,98,448,11.948,220,residential
221,98,324,19.183,221,residential
222,99,427,108.504,222,residential
223,99,426,230.708,223,residential
224,99,425,91.86,224,residential
225,99,429,89.158,225,residential
226,100,131,91.298,226,residential
227,100,108,89.802,227,residential
228,100,426,128.85,228,residential
229,100,101,128.327,229,residential
230,101,109,90.84,230,residential
231,101,132,89.799,231,residential
232,101,102,129.262,232,residential
233,102,103,127.443,233,residential
234,102,110,89.912,234,residential
235,102,133,90.978,235,residential
236,103,423,89.916,236,residential
237,103,111,89.878,237,residential
238,103,105,179.003,238,residential
239,104,114,1598.9040000000002,239,unclassified
240,105,448,178.298,240,tertiary
241,105,106,11.593,241,residential
242,105,113,90.319,242,tertiary
243,106,112,89.241,243,tertiary
244,106,162,187.37,244,residential
245,106,481,89.364,245,tertiary
246,107,429,228.841,246,residential
247,107,108,128.158,247,residential
248,107,115,92.242,248,residential
249,107,426,88.021,249,residential
250,108,116,91.977,250,residential
251,108,109,129.423,251,residential
252,109,117,90.91,252,residential
253,109,110,128.226,253,residential
254,110,111,128.04,254,residential
255,110,118,90.814,255,residential
256,111,119,92.905,256,residential
257,111,113,178.112,257,residential
258,112,121,89.461,258,tertiary
259,112,113,12.732,259,residential
260,112,122,184.592,260,residential
261,113,120,88.497,261,tertiary
262,114,339,24363.148999999994,262,tertiary
263,114,497,13333.260000000004,263,unclassified
264,115,124,89.95,264,residential
265,115,432,225.566,265,residential
266,115,116,128.979,266,residential
267,116,125,89.87,267,residential
268,116,117,130.088,268,residential
269,117,127,91.711,269,residential
270,117,118,127.342,270,residential
271,118,119,126.897,271,residential
272,119,120,179.429,272,residential
273,120,121,12.956,273,residential
274,121,155,183.824,274,residential
275,122,162,95.276,275,residential
276,122,155,88.766,276,residential
277,122,515,126.715,277,residential
278,123,264,87.172,278,residential
279,123,138,93.166,279,residential
280,123,129,130.722,280,residential
281,123,428,126.135,281,residential
282,124,433,224.108,282,residential
283,124,125,126.692,283,residential
284,125,134,90.246,284,residential
285,125,127,130.214,285,residential
286,126,136,91.1,286,residential
287,126,248,89.818,287,residential
288,126,128,128.621,288,residential
289,126,144,111.34,289,residential
290,127,137,89.429,290,residential
291,128,245,87.389,291,residential
292,128,424,90.873,292,residential
293,128,145,182.562,293,residential
294,129,139,93.436,294,residential
295,129,144,16.041,295,residential
296,130,254,36.957,296,residential
297,131,138,89.207,297,residential
298,131,132,129.13,298,residential
299,131,135,127.928,299,residential
300,132,139,89.254,300,residential
301,132,133,128.634,301,residential
302,133,136,91.222,302,residential
303,133,423,127.831,303,residential
304,134,151,93.518,304,residential
305,134,137,128.235,305,residential
306,135,426,92.359,306,residential
307,135,431,90.557,307,residential
308,135,425,233.316,308,residential
309,136,139,128.022,309,residential
310,136,424,128.224,310,residential
311,137,154,92.187,311,residential
312,138,431,127.043,312,residential
313,138,139,129.912,313,residential
314,140,141,55.529,314,tertiary
315,141,142,12.929,315,tertiary
316,142,143,52.983,316,tertiary
317,143,157,87.864,317,tertiary
318,143,152,128.793,318,residential
319,144,249,90.616,319,residential
320,146,269,50.591,320,residential
321,147,253,67.075,321,residential
322,149,150,218.312,322,tertiary
323,149,435,93.628,323,residential
324,149,160,10.426,324,residential
325,149,437,192.191,325,tertiary
326,150,151,129.941,326,tertiary
327,150,159,7.663,327,residential
328,151,154,127.548,328,tertiary
329,151,161,8.998,329,residential
330,152,167,90.406,330,residential
331,152,190,129.01,331,residential
332,153,515,111.254,332,residential
333,154,156,127.123,333,tertiary
334,154,163,10.252,334,residential
335,155,189,127.707,335,residential
336,156,158,129.582,336,tertiary
337,156,166,11.531,337,residential
338,157,173,15.816,338,tertiary
339,157,167,129.835,339,tertiary
340,158,169,12.841,340,residential
341,159,194,88.174,341,residential
342,159,160,217.233,342,tertiary
343,159,161,129.213,343,tertiary
344,160,195,87.178,344,residential
345,160,438,197.755,345,tertiary
346,161,197,88.286,346,residential
347,161,163,128.484,347,tertiary
348,162,484,108.807,348,residential
349,163,198,88.385,349,residential
350,163,166,127.134,350,tertiary
351,164,474,181.282,351,residential
352,164,477,93.172,352,tertiary
353,165,474,84.476,353,residential
354,166,169,128.723,354,tertiary
355,167,188,128.097,355,tertiary
356,167,174,13.367999999999999,356,residential
357,168,486,127.976,357,residential
358,168,529,184.85500000000002,358,residential
359,170,286,12.884,359,residential
360,170,177,86.338,360,residential
361,170,485,251.46800000000002,361,residential
362,170,181,67.103,362,residential
363,171,289,99.61,363,tertiary
364,171,192,12.12,364,residential
365,171,215,84.304,365,residential
366,171,178,137.755,366,tertiary
367,172,178,11.965,367,residential
368,172,192,137.802,368,tertiary
369,173,205,85.428,369,tertiary
370,173,174,129.892,370,tertiary
371,174,213,87.135,371,residential
372,174,187,127.685,372,tertiary
373,175,184,90.667,373,residential
374,175,286,123.356,374,residential
375,175,185,67.212,375,residential
376,175,489,78.94,376,residential
377,176,286,80.986,377,residential
378,176,489,122.028,378,residential
379,176,292,107.709,379,residential
380,177,490,131.196,380,residential
381,177,182,137.494,381,residential
382,178,179,10.849,382,residential
383,178,419,128.199,383,residential
384,179,418,118.278,384,residential
385,180,273,61.73,385,residential
386,180,181,12.755,386,residential
387,180,185,125.181,387,residential
388,180,286,65.822,388,residential
389,181,182,156.438,389,residential
390,181,300,63.24,390,residential
391,182,183,61.724,391,residential
392,183,387,40.408,392,residential
393,183,277,91.861,393,residential
394,183,384,96.012,394,residential
395,184,294,188.251,395,residential
396,184,215,91.735,396,residential
397,185,488,61.506,397,residential
398,186,285,85.388,398,residential
399,186,213,126.766,399,residential
400,186,187,86.199,400,residential
401,186,510,91.544,401,residential
402,187,188,12.959,402,residential
403,187,290,131.33,403,tertiary
404,188,192,253.43,404,tertiary
405,188,190,92.799,405,residential
406,189,193,255.502,406,residential
407,189,515,86.354,407,residential
408,189,199,91.597,408,residential
409,190,191,254.153,409,residential
410,190,199,89.151,410,residential
411,191,196,91.258,411,residential
412,191,192,94.773,412,residential
413,193,196,85.807,413,residential
414,193,516,124.756,414,residential
415,194,195,215.607,415,residential
416,194,197,128.507,416,residential
417,194,236,92.028,417,residential
418,195,235,90.402,418,residential
419,195,440,201.846,419,residential
420,196,199,254.858,420,residential
421,197,240,90.676,421,residential
422,197,198,128.05,422,residential
423,198,241,89.35,423,residential
424,200,220,87.764,424,residential
425,200,203,130.857,425,residential
426,200,230,130.166,426,residential
427,201,223,123.354,427,residential
428,201,219,91.172,428,residential
429,201,337,686.5790000000001,429,residential
430,202,208,60.709,430,tertiary
431,202,204,11.996,431,tertiary
432,203,206,56.284,432,residential
433,203,221,89.813,433,residential
434,204,205,48.748,434,tertiary
435,205,213,129.219,435,residential
436,206,214,67.732,436,residential
437,206,520,200.458,437,residential
438,207,210,68.366,438,residential
439,207,209,138.305,439,residential
440,207,293,318.777,440,residential
441,209,217,72.384,441,residential
442,209,216,258.732,442,residential
443,210,212,63.05,443,residential
444,210,217,138.356,444,residential
445,211,229,51.598,445,residential
446,212,214,61.081,446,residential
447,212,519,138.469,447,residential
448,214,520,138.564,448,residential
449,215,291,147.145,449,residential
450,217,519,61.751,450,residential
451,218,261,90.182,451,residential
452,218,250,86.778,452,residential
453,218,225,131.475,453,residential
454,219,226,89.882,454,residential
455,219,224,130.79,455,residential
456,219,332,117.758,456,residential
457,220,228,91.235,457,residential
458,220,221,130.125,458,residential
459,220,231,131.443,459,residential
460,221,222,50.891,460,residential
461,221,229,92.57000000000001,461,residential
462,223,230,128.719,462,residential
463,223,224,88.125,463,residential
464,224,231,129.43,464,residential
465,224,227,91.692,465,residential
466,225,262,90.356,466,residential
467,225,251,92.111,467,residential
468,225,233,131.431,468,residential
469,226,325,94.173,469,residential
470,226,227,132.01,470,residential
471,226,331,120.053,471,residential
472,227,234,91.169,472,residential
473,227,232,130.643,473,residential
474,228,237,91.891,474,residential
475,228,229,129.126,475,residential
476,228,232,131.035,476,residential
477,230,231,87.945,477,residential
478,230,296,85.624,478,residential
479,231,232,91.46,479,residential
480,233,516,136.077,480,residential
481,234,239,89.818,481,residential
482,235,442,202.871,482,residential
483,235,236,213.621,483,residential
484,235,259,92.504,484,residential
485,236,240,128.266,485,residential
486,238,243,91.259,486,residential
487,238,325,89.535,487,residential
488,238,239,132.153,488,residential
489,239,244,92.521,489,residential
490,240,258,91.833,490,residential
491,240,241,128.929,491,residential
492,241,257,92.299,492,residential
493,241,242,255.831,493,residential
494,243,246,90.482,494,residential
495,243,244,132.348,495,residential
496,244,247,89.897,496,residential
497,245,518,49.09,497,residential
498,245,248,129.387,498,residential
499,246,250,92.607,499,residential
500,246,247,132.045,500,residential
501,247,251,88.485,501,residential
502,248,255,93.833,502,residential
503,248,249,112.396,503,residential
504,249,252,91.161,504,residential
505,250,251,131.835,505,residential
506,252,253,88.492,506,residential
